,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1993,045340,토탈소프트,25400,150,0.59,301.0,84.39,1313.0,19.35,0,0.0
1994,108230,톱텍,13150,350,2.73,105.0,125.24,9079.0,1.45,100,0.76
1995,079970,투비소프트,2405,-5,-0.21,,,1778.0,1.35,0,0.0
1996,105550,트루윈,5500,100,1.85,,,2075.0,2.65,0,0.0
1997,026150,특수건설,9230,10,0.11,52.0,177.5,5689.0,1.62,0,0.0
1998,322180,티라유텍,16500,-250,-1.49,646.0,25.54,5233.0,3.15,0,0.0
1999,117730,티로보틱스,9960,110,1.12,,,2666.0,3.74,0,0.0
2000,033830,티비씨,1755,-55,-3.04,59.0,29.75,1107.0,1.59,16,0.91
2001,057680,티사이언티픽,4060,175,4.5,54.0,75.19,890.0,4.56,0,0.0
2002,064760,티씨케이,191100,1600,0.84,4011.0,47.64,18883.0,10.12,900,0.47
2003,246710,티앤알바이오팹,45550,150,0.33,,,2966.0,15.36,0,0.0
2004,340570,티앤엘,62400,-5600,-8.24,2277.0,27.4,10385.0,6.01,400,0.64
2005,277880,티에스아이,12450,750,6.41,,,1566.0,7.95,0,0.0
2006,131290,티에스이,59900,-800,-1.32,1583.0,37.84,14862.0,4.03,200,0.33
2007,019180,티에이치엔,3290,-50,-1.5,959.0,3.43,3503.0,0.94,60,1.82
2008,356860,티엘비,43350,-50,-0.12,2272.0,19.08,6680.0,6.49,70,0.16
2009,062860,티엘아이,12800,-200,-1.54,180.0,71.11,7219.0,1.77,100,0.78
2010,363280,티와이홀딩스,26600,600,2.31,,,,,0,0.0
2011,36328K,티와이홀딩스우,24800,900,3.77,,,,,0,0.0
2012,321550,티움바이오,19100,-450,-2.3,,,3943.0,4.84,0,0.0
2013,091810,티웨이항공,2660,-55,-2.03,,,2357.0,1.13,0,0.0
2014,004870,티웨이홀딩스,1315,-5,-0.38,,,2103.0,0.63,0,0.0
2015,104480,티케이케미칼,4135,-95,-2.25,110.0,37.59,2989.0,1.38,0,0.0
2016,081150,티플랙스,3960,105,2.72,91.0,43.52,4040.0,0.98,20,0.51
2017,130740,티피씨글로벌,5830,-380,-6.12,,,5671.0,1.03,20,0.34
2018,084730,팅크웨어,16250,-250,-1.52,430.0,37.79,14259.0,1.14,0,0.0
2019,046210,파나진,4635,260,5.94,109.0,42.52,629.0,7.37,0,0.0
2020,034230,파라다이스,16550,-200,-1.19,177.0,93.5,13924.0,1.19,100,0.6
2021,033540,파라텍,8400,-250,-2.89,,,3139.0,2.68,0,0.0
2022,043200,파루,1370,25,1.86,13.0,105.38,1267.0,1.08,0,0.0
2023,214450,파마리서치프로덕트,70200,600,0.86,1766.0,39.75,21024.0,3.34,300,0.43
2024,208340,파멥신,18750,-200,-1.06,,,4904.0,3.82,0,0.0
2025,005690,파미셀,15300,0,0.0,73.0,209.59,859.0,17.81,0,0.0
2026,177830,파버나인,5950,-100,-1.65,,,4104.0,1.45,0,0.0
2027,037070,파세코,24800,700,2.9,618.0,40.13,5415.0,4.58,250,1.01
2028,150900,파수,8870,370,4.35,,,1735.0,5.11,0,0.0
2029,037030,파워넷,6100,20,0.33,451.0,13.53,4422.0,1.38,0,0.0
2030,047310,파워로직스,8060,-60,-0.74,1611.0,5.0,6981.0,1.15,50,0.62
2031,170790,파이오링크,13450,100,0.75,868.0,15.5,5640.0,2.38,100,0.74
2032,049120,파인디앤씨,1840,10,0.55,,,1718.0,1.07,25,1.36
2033,038950,파인디지털,7150,40,0.56,,,8435.0,0.85,50,0.7
2034,106240,파인테크닉스,6500,-50,-0.76,8.0,812.5,1327.0,4.9,0,0.0
2035,131760,파인텍,1415,0,0.0,3.0,471.67,1459.0,0.97,0,0.0
2036,065690,파커스,3095,20,0.65,,,5914.0,0.52,150,4.85
2037,140860,파크시스템스,139300,-400,-0.29,1277.0,109.08,6656.0,20.93,120,0.09
2038,091700,파트론,10900,50,0.46,1186.0,9.19,6531.0,1.67,350,3.21
2039,038160,팍스넷,862,0,0.0,,,1132.0,0.76,0,0.0
2040,032800,판타지오 (액),123,-5,-3.91,,,64.0,1.92,0,0.0
2041,318010,팜스빌,10250,0,0.0,1093.0,9.38,6987.0,1.47,200,1.95
2042,036580,팜스코,7740,350,4.74,,,7977.0,0.97,50,0.65
2043,027710,팜스토리,2055,-25,-1.2,,,1454.0,1.41,25,1.22
2044,225590,패션플랫폼,1575,-5,-0.32,164.0,9.6,1474.0,1.07,0,0.0
2045,054300,팬스타엔터프라이즈,1060,50,4.95,16.0,66.25,821.0,1.29,0,0.0
2046,068050,팬엔터테인먼트,8540,70,0.83,41.0,208.29,1756.0,4.86,0,0.0
2047,028670,팬오션,6020,-20,-0.33,284.0,21.2,5400.0,1.11,0,0.0
2048,222110,팬젠,9070,-30,-0.33,,,1911.0,4.75,0,0.0
2049,010820,퍼스텍,2610,100,3.98,,,583.0,4.48,0,0.0
2050,016800,퍼시스,30100,50,0.17,3601.0,8.36,38601.0,0.78,1000,3.32
2051,263750,펄어비스,336500,9500,2.91,13002.0,25.88,45229.0,7.44,0,0.0
2052,251970,펌텍코리아,19900,-200,-1.0,1714.0,11.61,11642.0,1.71,330,1.66
2053,001020,페이퍼코리아,2395,-5,-0.21,,,436.0,5.49,0,0.0
2054,087010,펩트론,14600,-200,-1.35,,,1743.0,8.38,0,0.0
2055,090080,평화산업,1185,45,3.95,,,610.0,1.94,0,0.0
2056,043370,평화정공,10450,-50,-0.48,1506.0,6.94,27452.0,0.38,180,1.72
2057,010770,평화홀딩스,4095,245,6.36,,,7971.0,0.51,150,3.66
2058,119500,포메탈,5000,75,1.52,186.0,26.88,3776.0,1.32,60,1.2
2059,016670,포비스티앤씨,973,0,0.0,,,1135.0,0.86,0,0.0
2060,056730,포스링크,1550,0,0.0,,,193.0,8.03,0,0.0
2061,022100,포스코 ICT,7290,-70,-0.95,258.0,28.26,2402.0,3.03,50,0.69
2062,058430,포스코강판,30450,-700,-2.25,446.0,68.27,36256.0,0.84,400,1.31
2063,009520,포스코엠텍,8600,-120,-1.38,254.0,33.86,2160.0,3.98,80,0.93
2064,047050,포스코인터내셔널,20000,-300,-1.48,1697.0,11.79,24703.0,0.81,700,3.5
2065,003670,포스코케미칼,169000,8000,4.97,1569.0,107.71,15352.0,11.01,400,0.24
2066,189690,포시에스,7570,10,0.13,671.0,11.28,6906.0,1.1,100,1.32
2067,318020,포인트모바일,24650,350,1.44,870.0,28.33,3616.0,6.82,0,0.0
2068,256630,포인트엔지니어링,3610,-60,-1.63,23.0,156.96,1222.0,2.95,20,0.55
2069,141020,포티스,108,0,0.0,,,370.0,0.29,0,0.0
2070,041020,폴라리스오피스,2620,-75,-2.78,,,745.0,3.52,0,0.0
2071,007630,폴루스바이오팜,1225,0,0.0,,,1509.0,0.81,0,0.0
2072,290720,푸드나무,26500,-50,-0.19,656.0,40.4,7454.0,3.56,70,0.26
2073,005670,푸드웰,8100,-70,-0.86,3153.0,2.57,7681.0,1.05,100,1.23
2074,094940,푸른기술,11000,0,0.0,80.0,137.5,3426.0,3.21,30,0.27
2075,007330,푸른저축은행,19800,-350,-1.74,2008.0,9.86,17594.0,1.13,550,2.78
2076,017810,풀무원,18000,-200,-1.1,56.0,321.43,9425.0,1.91,102,0.57
2077,093380,풍강,4375,25,0.57,114.0,38.38,6168.0,0.71,60,1.37
2078,023900,풍국주정,20250,-250,-1.22,618.0,32.77,10607.0,1.91,160,0.79
2079,103140,풍산,33000,-200,-0.6,629.0,52.46,49306.0,0.67,400,1.21
2080,005810,풍산홀딩스,24350,350,1.46,2544.0,9.57,62585.0,0.39,1400,5.75
2081,195440,퓨전,2075,0,0.0,,,8080.0,0.26,0,0.0
2082,214270,퓨쳐스트림네트웍스,1365,20,1.49,36.0,37.92,588.0,2.32,0,0.0
2083,220100,퓨쳐켐,16400,-250,-1.5,,,1421.0,11.54,0,0.0
2084,035200,프럼파스트,5170,-170,-3.18,124.0,41.69,3618.0,1.43,0,0.0
2085,334970,프레스티지바이오로직스,16000,800,5.26,,,814.0,19.66,0,0.0
2086,203690,프로스테믹스,3265,-5,-0.15,,,621.0,5.26,0,0.0
2087,053610,프로텍,28500,0,0.0,3720.0,7.66,18797.0,1.52,400,1.4
2088,335810,프리시젼바이오,16850,1000,6.31,,,1183.0,14.24,0,0.0
2089,053160,프리엠스,30400,700,2.36,102.0,298.04,7582.0,4.01,50,0.16
2090,075130,플랜티넷,6770,-70,-1.02,303.0,22.34,7467.0,0.91,250,3.69
2091,237820,플레이디,10900,-400,-3.54,730.0,14.93,4477.0,2.43,220,2.02
2092,023770,플레이위드,10200,490,5.05,1148.0,8.89,2126.0,4.8,0,0.0
2093,300080,플리토,15000,-550,-3.54,,,4642.0,3.23,0,0.0
2094,032580,피델릭스,1650,5,0.3,,,1370.0,1.2,0,0.0
2095,051380,피씨디렉트,10950,200,1.86,494.0,22.17,4705.0,2.33,100,0.91
2096,241820,피씨엘,55100,700,1.29,,,611.0,90.18,0,0.0
2097,237750,피앤씨테크,7850,-90,-1.13,428.0,18.34,9172.0,0.86,0,0.0
2098,131390,피앤이솔루션,22200,50,0.23,1096.0,20.26,5497.0,4.04,0,0.0
2099,024850,피에스엠씨,1655,15,0.91,2.0,827.5,510.0,3.25,0,0.0
2100,319660,피에스케이,45750,2350,5.41,1058.0,43.24,12682.0,3.61,300,0.66
2101,031980,피에스케이홀딩스,10350,150,1.47,950.0,10.89,15958.0,0.65,150,1.45
2102,002230,피에스텍,6110,30,0.49,131.0,46.64,7280.0,0.84,150,2.45
2103,239890,피엔에이치테크,19500,300,1.56,,,,,0,0.0
2104,347740,피엔케이피부임상연구센타,21900,200,0.92,973.0,22.51,3767.0,5.81,0,0.0
2105,137400,피엔티,24250,300,1.25,,,4258.0,5.7,0,0.0
2106,128660,피제이메탈,2745,-5,-0.18,85.0,32.29,1634.0,1.68,100,3.64
2107,006140,피제이전자,8530,30,0.35,326.0,26.17,7136.0,1.2,140,1.64
2108,304840,피플바이오,42900,200,0.47,,,542.0,79.15,0,0.0
2109,062970,피피아이,5440,0,0.0,339.0,16.05,2409.0,2.26,0,0.0
2110,087600,픽셀플러스,8910,-40,-0.45,,,9523.0,0.94,0,0.0
2111,057880,필로시스헬스케어,2300,115,5.26,,,542.0,4.24,0,0.0
2112,033180,필룩스,3495,10,0.29,,,3111.0,1.12,0,0.0
2113,161580,필옵틱스,13050,50,0.38,,,3174.0,4.11,0,0.0
2114,347770,핌스,17150,550,3.31,1043.0,16.44,2593.0,6.61,0,0.0
2115,163730,핑거,20650,-100,-0.48,590.0,35.0,1826.0,11.31,0,0.0
2116,332710,하나금융14호스팩,2115,-5,-0.24,,,,,0,0.0
2117,341160,하나금융15호스팩,2120,10,0.47,,,,,0,0.0
2118,343510,하나금융16호스팩,2100,0,0.0,,,,,0,0.0
2119,363260,하나금융17호스팩,2085,5,0.24,,,,,0,0.0
2120,086790,하나금융지주,41600,350,0.85,7898.0,5.27,93673.0,0.44,2100,5.05
2121,299030,하나기술,76900,14200,22.65,1112.0,69.15,2982.0,25.79,0,0.0
2122,067310,하나마이크론,12200,100,0.83,,,5238.0,2.33,50,0.41
2123,372290,하나머스트7호스팩,2100,10,0.48,,,,,0,0.0
2124,307160,하나머스트제6호스팩,2190,-20,-0.9,,,,,0,0.0
2125,166090,하나머티리얼즈,42650,450,1.07,1421.0,30.01,7410.0,5.76,200,0.47
2126,293480,하나제약,24850,400,1.64,1778.0,13.98,13601.0,1.83,460,1.85
2127,039130,하나투어,62100,-700,-1.11,,,15562.0,3.99,1000,1.61
2128,136480,하림,3095,-15,-0.48,,,2924.0,1.06,0,0.0
2129,003380,하림지주,9290,-440,-4.52,736.0,12.62,18633.0,0.5,50,0.54
2130,149980,하이로닉,6380,250,4.08,231.0,27.62,2888.0,2.21,56,0.88
2131,013030,하이록코리아,18000,150,0.84,947.0,19.01,25087.0,0.72,500,2.78
2132,126700,하이비젼시스템,14050,-50,-0.35,607.0,23.15,8297.0,1.69,50,0.36
2133,106080,하이소닉,3110,0,0.0,,,825.0,3.77,0,0.0
2134,071090,하이스틸,2825,85,3.1,2.0,1412.5,6383.0,0.44,10,0.35
2135,340120,하이제5호스팩,2095,0,0.0,,,,,0,0.0
2136,221840,하이즈항공,5450,-30,-0.55,221.0,24.66,4321.0,1.26,61,1.12
2137,106190,하이텍팜,18950,850,4.7,,,13907.0,1.36,50,0.26
2138,019490,하이트론,9090,200,2.25,,,3091.0,2.94,0,0.0
2139,000080,하이트진로,36200,300,0.84,,,14488.0,2.5,700,1.93
2140,000087,하이트진로2우B,20450,0,0.0,,,,,0,0.0
2141,000140,하이트진로홀딩스,16600,250,1.53,,,18398.0,0.9,350,2.11
2142,000145,하이트진로홀딩스우,15400,50,0.33,,,,,400,2.6
2143,066130,하츠,12300,100,0.82,194.0,63.4,6471.0,1.9,30,0.24
2144,368770,한국9호스팩,2075,0,0.0,,,,,0,0.0
2145,004590,한국가구,7010,-180,-2.5,405.0,17.31,6919.0,1.01,115,1.64
2146,036460,한국가스공사,33100,-600,-1.78,395.0,83.8,85073.0,0.39,380,1.15
2147,039340,한국경제TV,7100,-280,-3.79,671.0,10.58,5300.0,1.34,90,1.27
2148,005430,한국공항,40550,-300,-0.73,5318.0,7.63,102021.0,0.4,1000,2.47
2149,071050,한국금융지주,103500,3600,3.6,14467.0,7.15,81250.0,1.27,2900,2.8
2150,071055,한국금융지주우,83900,9700,13.07,,,,,2962,3.53
2151,034950,한국기업평가,88100,-200,-0.23,4563.0,19.31,23591.0,3.73,8618,9.78
2152,010040,한국내화,4350,215,5.2,193.0,22.54,6144.0,0.71,35,0.8
2153,025540,한국단자,83700,2500,3.08,3062.0,27.34,68181.0,1.23,700,0.84
2154,222980,한국맥널티,10500,0,0.0,,,2769.0,3.79,0,0.0
2155,318000,한국바이오젠,8690,240,2.84,,,3159.0,2.75,50,0.58
2156,256840,한국비엔씨,7700,120,1.58,,,558.0,13.8,0,0.0
2157,004090,한국석유,281000,0,0.0,,,212214.0,1.32,1500,0.53
2158,025550,한국선재,3580,-45,-1.24,111.0,32.25,3631.0,0.99,0,0.0
2159,002200,한국수출포장,25000,350,1.42,4505.0,5.55,61942.0,0.4,600,2.4
2160,002960,한국쉘석유,254500,0,0.0,16174.0,15.74,75323.0,3.38,16000,6.29
2161,023890,한국아트라스비엑스,62200,0,0.0,13966.0,4.45,40126.0,1.55,400,0.64
2162,017890,한국알콜,13900,400,2.96,1545.0,9.0,15175.0,0.92,100,0.72
2163,000240,한국앤컴퍼니,18450,0,0.0,1650.0,11.18,35269.0,0.52,350,1.9
2164,080720,한국유니온제약,13750,400,3.0,65.0,211.54,9084.0,1.51,0,0.0
2165,123890,한국자산신탁,4995,95,1.94,733.0,6.81,5339.0,0.94,200,4.0
2166,015760,한국전력,23850,0,0.0,,,105140.0,0.23,0,0.0
2167,063570,한국전자금융,6680,-30,-0.45,150.0,44.53,4581.0,1.46,110,1.65
2168,041460,한국전자인증,7800,-70,-0.89,87.0,89.66,1887.0,4.13,46,0.59
2169,006200,한국전자홀딩스,1375,-40,-2.83,,,2289.0,0.6,0,0.0
2170,101680,한국정밀기계,1440,0,0.0,,,6762.0,0.21,0,0.0
2171,039740,한국정보공학,3635,85,2.39,223.0,16.3,5025.0,0.72,0,0.0
2172,053300,한국정보인증,7240,170,2.4,229.0,31.62,2735.0,2.65,100,1.38
2173,025770,한국정보통신,9370,0,0.0,649.0,14.44,5319.0,1.76,0,0.0
2174,310870,한국제8호스팩,2120,10,0.47,,,,,0,0.0
2175,009540,한국조선해양,131500,3500,2.73,2183.0,60.24,163436.0,0.8,0,0.0
2176,023350,한국종합기술,9610,110,1.16,,,8724.0,1.1,100,1.04
2177,025890,한국주강,1975,65,3.4,,,2848.0,0.69,0,0.0
2178,000970,한국주철관,9410,-50,-0.53,585.0,16.09,11819.0,0.8,200,2.13
2179,104700,한국철강,12000,-350,-2.83,415.0,28.92,15742.0,0.76,200,1.67
2180,017960,한국카본,12150,-100,-0.82,431.0,28.19,7114.0,1.71,120,0.99
2181,023760,한국캐피탈,787,12,1.55,118.0,6.67,897.0,0.88,25,3.18
2182,054040,한국컴퓨터,4890,60,1.24,496.0,9.86,5849.0,0.84,130,2.66
2183,050540,한국코퍼레이션,282,0,0.0,,,974.0,0.29,0,0.0
2184,161890,한국콜마,56400,400,0.71,1284.0,43.93,20601.0,2.74,330,0.59
2185,024720,한국콜마홀딩스,30800,1050,3.53,2364.0,13.03,22998.0,1.34,195,0.63
2186,021650,한국큐빅,5390,-80,-1.46,206.0,26.17,3499.0,1.54,25,0.46
2187,161390,한국타이어앤테크놀로지,52000,1500,2.97,3387.0,15.35,57774.0,0.9,550,1.06
2188,053590,한국테크놀로지,1555,0,0.0,,,343.0,4.53,0,0.0
2189,034830,한국토지신탁,2490,10,0.4,449.0,5.55,3476.0,0.72,110,4.42
2190,007280,한국특수형강,2415,0,0.0,,,2085.0,1.16,0,0.0
2191,032300,한국파마,42850,600,1.42,629.0,68.12,3028.0,14.15,50,0.12
2192,037230,한국팩키지,6170,360,6.2,72.0,85.69,1591.0,3.88,35,0.57
2193,010100,한국프랜지,3065,0,0.0,373.0,8.22,7092.0,0.43,50,1.63
2194,047810,한국항공우주,35950,-1000,-2.71,1748.0,20.57,11714.0,3.07,400,1.11
2195,123690,한국화장품,11900,0,0.0,,,2190.0,5.43,0,0.0
2196,003350,한국화장품제조,34950,0,0.0,,,10597.0,3.3,100,0.29
2197,030520,한글과컴퓨터,17750,-50,-0.28,864.0,20.54,9633.0,1.84,0,0.0
2198,052600,한네트,10850,-250,-2.25,98.0,110.71,3033.0,3.58,100,0.92
2199,011500,한농화성,15850,-50,-0.31,652.0,24.31,7692.0,2.06,150,0.95
2200,002390,한독,28200,50,0.18,2544.0,11.08,24757.0,1.14,275,0.98
2201,256150,한독크린텍,36550,-3650,-9.08,1601.0,22.83,7753.0,4.71,200,0.55
2202,014790,한라,5500,30,0.55,28.0,196.43,5322.0,1.03,0,0.0
2203,092460,한라IMS,7620,230,3.11,392.0,19.44,6891.0,1.11,100,1.31
2204,060980,한라홀딩스,42150,900,2.18,3921.0,10.75,84613.0,0.5,2000,4.74
2205,053690,한미글로벌,11300,50,0.44,2222.0,5.09,10777.0,1.05,200,1.77
2206,042700,한미반도체,33000,150,0.46,383.0,86.16,3839.0,8.6,100,0.3
2207,008930,한미사이언스,60300,1000,1.69,467.0,129.12,9607.0,6.28,200,0.33
2208,128940,한미약품,342000,12500,3.79,4352.0,78.58,60099.0,5.69,500,0.15
2209,047080,한빛소프트,7370,230,3.22,97.0,75.98,602.0,12.24,0,0.0
2210,009240,한샘,124000,-1500,-1.2,2423.0,51.18,25215.0,4.92,1200,0.97
2211,020000,한섬,43100,1500,3.61,3881.0,11.11,42450.0,1.02,450,1.04
2212,003680,한성기업,8620,380,4.61,,,8081.0,1.07,0,0.0
2213,105630,한세실업,21150,650,3.17,,,9945.0,2.13,500,2.36
2214,069640,한세엠케이,3965,45,1.15,,,7793.0,0.51,0,0.0
2215,016450,한세예스24홀딩스,9560,110,1.16,513.0,18.64,6786.0,1.41,250,2.62
2216,010420,한솔PNS,2085,-65,-3.02,154.0,13.54,2004.0,1.04,25,1.2
2217,009180,한솔로지스틱스,3270,25,0.77,215.0,15.21,1713.0,1.91,40,1.22
2218,070590,한솔인티큐브,3675,65,1.8,,,1705.0,2.16,0,0.0
2219,213500,한솔제지,15300,550,3.73,1683.0,9.09,24810.0,0.62,600,3.92
2220,014680,한솔케미칼,263500,1000,0.38,7798.0,33.79,39713.0,6.64,1500,0.57
2221,004710,한솔테크닉스,10700,-50,-0.47,245.0,43.67,8145.0,1.31,0,0.0
2222,004150,한솔홀딩스,4090,30,0.74,602.0,6.79,9195.0,0.44,0,0.0
2223,025750,한솔홈데코,2240,25,1.13,,,1914.0,1.17,0,0.0
2224,226440,한송네오텍,1685,45,2.74,9.0,187.22,480.0,3.51,0,0.0
2225,042520,한스바이오메드,12750,250,2.0,1012.0,12.6,7562.0,1.69,120,0.94
2226,004960,한신공영,24800,900,3.77,6212.0,3.99,43693.0,0.57,350,1.41
2227,011700,한신기계,2450,-10,-0.41,51.0,48.04,2496.0,0.98,15,0.61
2228,078350,한양디지텍,5700,40,0.71,,,2890.0,1.97,0,0.0
2229,045100,한양이엔지,19650,1400,7.67,1695.0,11.59,18191.0,1.08,450,2.29
2230,001750,한양증권,13050,-150,-1.14,1726.0,7.56,22236.0,0.59,350,2.68
2231,001755,한양증권우,24500,500,2.08,,,,,400,1.63
2232,018880,한온시스템,18000,-200,-1.1,597.0,30.15,4153.0,4.33,320,1.78
2233,009420,한올바이오파마,24000,300,1.27,375.0,64.0,2688.0,8.93,0,0.0
2234,014130,한익스프레스,6140,-50,-0.81,479.0,12.82,5960.0,1.03,70,1.14
2235,046110,한일네트웍스,5960,-90,-1.49,589.0,10.12,5635.0,1.06,230,3.86
2236,024740,한일단조,2090,60,2.96,107.0,19.53,3698.0,0.57,0,0.0
2237,005860,한일사료,2040,-5,-0.24,,,1568.0,1.3,25,1.23
2238,300720,한일시멘트,148000,-5500,-3.58,9772.0,15.15,214009.0,0.69,4700,3.18
2239,123840,한일진공,1200,25,2.13,,,1803.0,0.67,0,0.0
2240,002220,한일철강,3000,-100,-3.23,,,6586.0,0.46,0,0.0
2241,006390,한일현대시멘트,42150,-750,-1.75,2458.0,17.15,12164.0,3.47,1000,2.37
2242,003300,한일홀딩스,12750,-50,-0.39,461.0,27.66,33397.0,0.38,460,3.61
2243,007770,한일화학,18300,-600,-3.17,475.0,38.53,26611.0,0.69,150,0.82
2244,051600,한전KPS,34050,950,2.87,3407.0,9.99,23632.0,1.44,1920,5.64
2245,052690,한전기술,31200,2750,9.67,694.0,44.96,12878.0,2.42,310,0.99
2246,130660,한전산업,5140,140,2.8,530.0,9.7,2632.0,1.95,227,4.42
2247,002320,한진,40200,-450,-1.11,,,72343.0,0.56,500,1.24
2248,097230,한진중공업,7810,310,4.13,5185.0,1.51,2943.0,2.65,0,0.0
2249,003480,한진중공업홀딩스,4010,-130,-3.14,1160.0,3.46,11298.0,0.35,0,0.0
2250,180640,한진칼,53500,200,0.38,,,20882.0,2.56,255,0.48
2251,18064K,한진칼우,38500,-50,-0.13,,,,,280,0.73
2252,005110,한창,1200,-80,-6.25,,,593.0,2.02,0,0.0
2253,079170,한창산업,7900,-100,-1.25,227.0,34.8,10088.0,0.78,110,1.39
2254,009460,한창제지,2375,0,0.0,125.0,19.0,1440.0,1.65,20,0.84
2255,086960,한컴MDS,16000,50,0.31,987.0,16.21,12715.0,1.26,0,0.0
2256,054920,한컴위드,9700,500,5.43,1905.0,5.09,4404.0,2.2,0,0.0
2257,002680,한탑,1655,0,0.0,,,1573.0,1.05,0,0.0
2258,066110,한프,480,0,0.0,,,,,0,0.0
2259,000880,한화,31200,350,1.13,1051.0,29.69,45198.0,0.69,700,2.24
2260,00088K,한화3우B,14500,0,0.0,,,,,750,5.17
2261,088350,한화생명,3230,20,0.62,18.0,179.44,14606.0,0.22,30,0.93
2262,000370,한화손해보험,4425,-10,-0.23,,,12154.0,0.36,0,0.0
2263,009830,한화솔루션,48450,300,0.62,,,34147.0,1.42,200,0.41
2264,009835,한화솔루션우,58000,700,1.22,,,,,250,0.43
2265,272210,한화시스템,20300,-700,-3.33,706.0,28.75,8786.0,2.31,310,1.53
2266,317320,한화에스비아이스팩,2840,110,4.03,,,,,0,0.0
2267,012450,한화에어로스페이스,39900,-150,-0.37,2558.0,15.6,48217.0,0.83,0,0.0
2268,000885,한화우,41900,150,0.36,,,,,750,1.79
2269,003530,한화투자증권,6670,-320,-4.58,511.0,13.05,5265.0,1.27,0,0.0
2270,003535,한화투자증권우,29900,6900,30.0,,,,,0,0.0
2271,340440,한화플러스제1호스팩,2080,10,0.48,,,,,0,0.0
2272,220630,해마로푸드서비스,3610,-80,-2.17,148.0,24.39,861.0,4.19,50,1.39
2273,195870,해성디에스,33700,-150,-0.44,1078.0,31.26,12267.0,2.75,350,1.04
2274,034810,해성산업,16350,-450,-2.68,238.0,68.7,14265.0,1.15,175,1.07
2275,076610,해성옵틱스,1270,-15,-1.17,,,1957.0,0.65,0,0.0
2276,101530,해태제과식품,9300,150,1.64,,,8359.0,1.11,150,1.61
2277,220180,핸디소프트,3770,20,0.53,,,2868.0,1.31,0,0.0
2278,143210,핸즈코퍼레이션,6670,0,0.0,320.0,20.84,14807.0,0.45,130,1.95
2279,008800,행남사,1770,0,0.0,,,671.0,2.64,0,0.0
2280,084990,헬릭스미스,25200,-400,-1.56,,,6867.0,3.67,0,0.0
2281,000720,현대건설,45750,-700,-1.51,3656.0,12.51,59778.0,0.77,600,1.31
2282,267270,현대건설기계,53500,1000,1.9,169.0,316.57,61453.0,0.87,0,0.0
2283,000725,현대건설우,179500,500,0.28,,,,,650,0.36
2284,170030,현대공업,9580,-30,-0.31,272.0,35.22,6642.0,1.44,66,0.69
2285,005440,현대그린푸드,9670,100,1.04,628.0,15.4,17576.0,0.55,210,2.17
2286,086280,현대글로비스,178500,-2000,-1.11,13395.0,13.33,124541.0,1.43,3500,1.96
2287,064350,현대로템,19950,-100,-0.5,,,9695.0,2.06,0,0.0
2288,079430,현대리바트,18850,-150,-0.79,968.0,19.47,22301.0,0.85,150,0.8
2289,012330,현대모비스,302500,-3000,-0.98,24234.0,12.48,339207.0,0.89,4000,1.32
2290,319400,현대무벡스,4330,90,2.12,,,,,0,0.0
2291,010620,현대미포조선,66900,1700,2.61,1335.0,50.11,58022.0,1.15,350,0.52
2292,048410,현대바이오,46850,-300,-0.64,22.0,2129.55,1356.0,34.55,0,0.0
2293,052260,현대바이오랜드,22850,-50,-0.22,723.0,31.6,10382.0,2.2,350,1.53
2294,069960,현대백화점,88500,-400,-0.45,8639.0,10.24,181263.0,0.49,1000,1.13
2295,004560,현대비앤지스틸,16350,-50,-0.3,1433.0,11.41,26531.0,0.62,100,0.61
2296,004565,현대비앤지스틸우,79700,100,0.13,,,,,150,0.19
2297,016790,현대사료,16450,-100,-0.6,528.0,31.16,9667.0,1.7,100,0.61
2298,004310,현대약품,7620,0,0.0,42.0,181.43,2737.0,2.78,45,0.59
2299,322000,현대에너지솔루션,34750,-250,-0.71,2788.0,12.46,28380.0,1.22,0,0.0
2300,041440,현대에버다임,6100,100,1.67,65.0,93.85,10599.0,0.58,40,0.66
2301,017800,현대엘리베이,45400,-550,-1.2,1190.0,38.15,22966.0,1.98,900,1.98
2302,307950,현대오토에버,119000,1500,1.28,2673.0,44.52,24259.0,4.91,710,0.6
2303,011210,현대위아,77500,-1100,-1.4,2078.0,37.3,113690.0,0.68,700,0.9
2304,090850,현대이지웰,10650,-100,-0.93,243.0,43.83,1650.0,6.45,90,0.85
2305,267260,현대일렉트릭,19450,200,1.04,,,19418.0,1.0,0,0.0
2306,004020,현대제철,49900,-700,-1.38,130.0,383.85,126631.0,0.39,750,1.5
2307,267250,현대중공업지주,283000,0,0.0,11848.0,23.89,490707.0,0.58,18500,6.54
2308,005380,현대차,226000,-2500,-1.09,11310.0,19.98,253001.0,0.89,4000,1.77
2309,005387,현대차2우B,106500,2000,1.91,,,,,4100,3.85
2310,005389,현대차3우B,100500,700,0.7,,,,,4050,4.03
2311,005385,현대차우,107000,1500,1.42,,,,,4050,3.79
2312,001500,현대차증권,13500,50,0.37,2315.0,5.83,25525.0,0.53,600,4.44
2313,011760,현대코퍼레이션,19550,-200,-1.01,1292.0,15.13,25722.0,0.76,600,3.07
2314,227840,현대코퍼레이션홀딩스,14950,150,1.01,1183.0,12.64,19704.0,0.76,500,3.34
2315,039010,현대통신,10750,50,0.47,1238.0,8.68,9454.0,1.14,300,2.79
